dataset,model_size,milestone,vocab_size,seed,task,acc
tinystories,60m,75,8000,0,principle_a_domain_2,0.582
tinystories,60m,75,8000,0,principle_a_domain_3,0.543
tinystories,60m,75,8000,0,principle_a_reconstruction,0.524
tinystories,60m,75,8000,0,regular_plural_subject_verb_agreement_1,0.662
tinystories,60m,75,8000,0,regular_plural_subject_verb_agreement_2,0.576
tinystories,60m,75,8000,0,sentential_negation_npi_licensor_present,0.972
tinystories,60m,75,8000,0,sentential_negation_npi_scope,0.519
tinystories,60m,75,8000,0,sentential_subject_island,0.36
tinystories,60m,75,8000,0,superlative_quantifiers_1,0.302
tinystories,60m,75,8000,0,superlative_quantifiers_2,0.627
tinystories,60m,75,8000,0,tough_vs_raising_1,0.612
tinystories,60m,75,8000,0,tough_vs_raising_2,0.473
tinystories,60m,75,8000,0,transitive,0.616
tinystories,60m,75,8000,0,wh_island,0.875
tinystories,60m,75,8000,0,wh_questions_object_gap,0.645
tinystories,60m,75,8000,0,wh_questions_subject_gap,0.864
tinystories,60m,75,8000,0,wh_questions_subject_gap_long_distance,0.909
tinystories,60m,75,8000,0,wh_vs_that_no_gap,0.908
tinystories,60m,75,8000,0,wh_vs_that_no_gap_long_distance,0.934
tinystories,60m,75,8000,0,wh_vs_that_with_gap,0.262
tinystories,60m,75,8000,0,wh_vs_that_with_gap_long_distance,0.11
tinystories,60m,75,8000,1,adjunct_island,0.725
tinystories,60m,75,8000,1,anaphor_gender_agreement,0.776
tinystories,60m,75,8000,1,anaphor_number_agreement,0.786
tinystories,60m,75,8000,1,animate_subject_passive,0.582
tinystories,60m,75,8000,1,animate_subject_trans,0.509
tinystories,60m,75,8000,1,causative,0.498
tinystories,60m,75,8000,1,complex_np_island,0.487
tinystories,60m,75,8000,1,coordinate_structure_constraint_complex_left_branch,0.337
tinystories,60m,75,8000,1,coordinate_structure_constraint_object_extraction,0.548
tinystories,60m,75,8000,1,determiner_noun_agreement_1,0.705
tinystories,60m,75,8000,1,determiner_noun_agreement_2,0.645
tinystories,60m,75,8000,1,determiner_noun_agreement_irregular_1,0.607
tinystories,60m,75,8000,1,determiner_noun_agreement_irregular_2,0.759
tinystories,60m,75,8000,1,determiner_noun_agreement_with_adj_2,0.562
tinystories,60m,75,8000,1,determiner_noun_agreement_with_adj_irregular_1,0.643
tinystories,60m,75,8000,1,determiner_noun_agreement_with_adj_irregular_2,0.631
tinystories,60m,75,8000,1,determiner_noun_agreement_with_adjective_1,0.631
tinystories,60m,75,8000,1,distractor_agreement_relational_noun,0.335
tinystories,60m,75,8000,1,distractor_agreement_relative_clause,0.338
tinystories,60m,75,8000,1,drop_argument,0.73
tinystories,60m,75,8000,1,ellipsis_n_bar_1,0.656
tinystories,60m,75,8000,1,ellipsis_n_bar_2,0.448
tinystories,60m,75,8000,1,existential_there_object_raising,0.607
tinystories,60m,75,8000,1,existential_there_quantifiers_1,0.85
tinystories,60m,75,8000,1,existential_there_quantifiers_2,0.356
tinystories,60m,75,8000,1,existential_there_subject_raising,0.49
tinystories,60m,75,8000,1,expletive_it_object_raising,0.602
tinystories,60m,75,8000,1,inchoative,0.447
tinystories,60m,75,8000,1,intransitive,0.593
tinystories,60m,75,8000,1,irregular_past_participle_adjectives,0.628
tinystories,60m,75,8000,1,irregular_past_participle_verbs,0.936
tinystories,60m,75,8000,1,irregular_plural_subject_verb_agreement_1,0.61
tinystories,60m,75,8000,1,irregular_plural_subject_verb_agreement_2,0.597
tinystories,60m,75,8000,1,left_branch_island_echo_question,0.62
tinystories,60m,75,8000,1,left_branch_island_simple_question,0.409
tinystories,60m,75,8000,1,matrix_question_npi_licensor_present,0.045
tinystories,60m,75,8000,1,npi_present_1,0.044
tinystories,60m,75,8000,1,npi_present_2,0.073
tinystories,60m,75,8000,1,only_npi_licensor_present,0.284
tinystories,60m,75,8000,1,only_npi_scope,0.311
tinystories,60m,75,8000,1,passive_1,0.695
tinystories,60m,75,8000,1,passive_2,0.646
tinystories,60m,75,8000,1,principle_a_c_command,0.434
tinystories,60m,75,8000,1,principle_a_case_1,1.0
tinystories,60m,75,8000,1,principle_a_case_2,0.617
tinystories,60m,75,8000,1,principle_a_domain_1,0.99
tinystories,60m,75,8000,1,principle_a_domain_2,0.558
tinystories,60m,75,8000,1,principle_a_domain_3,0.484
tinystories,60m,75,8000,1,principle_a_reconstruction,0.522
tinystories,60m,75,8000,1,regular_plural_subject_verb_agreement_1,0.604
tinystories,60m,75,8000,1,regular_plural_subject_verb_agreement_2,0.537
tinystories,60m,75,8000,1,sentential_negation_npi_licensor_present,0.998
tinystories,60m,75,8000,1,sentential_negation_npi_scope,0.51
tinystories,60m,75,8000,1,sentential_subject_island,0.35
tinystories,60m,75,8000,1,superlative_quantifiers_1,0.508
tinystories,60m,75,8000,1,superlative_quantifiers_2,0.771
tinystories,60m,75,8000,1,tough_vs_raising_1,0.601
tinystories,60m,75,8000,1,tough_vs_raising_2,0.47
tinystories,60m,75,8000,1,transitive,0.606
tinystories,60m,75,8000,1,wh_island,0.84
tinystories,60m,75,8000,1,wh_questions_object_gap,0.655
tinystories,60m,75,8000,1,wh_questions_subject_gap,0.851
tinystories,60m,75,8000,1,wh_questions_subject_gap_long_distance,0.88
tinystories,60m,75,8000,1,wh_vs_that_no_gap,0.881
tinystories,60m,75,8000,1,wh_vs_that_no_gap_long_distance,0.942
tinystories,60m,75,8000,1,wh_vs_that_with_gap,0.262
tinystories,60m,75,8000,1,wh_vs_that_with_gap_long_distance,0.116
tinystories,60m,75,8000,2,adjunct_island,0.781
tinystories,60m,75,8000,2,anaphor_gender_agreement,0.767
tinystories,60m,75,8000,2,anaphor_number_agreement,0.822
tinystories,60m,75,8000,2,animate_subject_passive,0.561
tinystories,60m,75,8000,2,animate_subject_trans,0.532
tinystories,60m,75,8000,2,causative,0.52
tinystories,60m,75,8000,2,complex_np_island,0.411
tinystories,60m,75,8000,2,coordinate_structure_constraint_complex_left_branch,0.361
tinystories,60m,75,8000,2,coordinate_structure_constraint_object_extraction,0.41
tinystories,60m,75,8000,2,determiner_noun_agreement_1,0.692
tinystories,60m,75,8000,2,determiner_noun_agreement_2,0.659
tinystories,60m,75,8000,2,determiner_noun_agreement_irregular_1,0.629
tinystories,60m,75,8000,2,determiner_noun_agreement_irregular_2,0.762
tinystories,60m,75,8000,2,determiner_noun_agreement_with_adj_2,0.59
tinystories,60m,75,8000,2,determiner_noun_agreement_with_adj_irregular_1,0.664
tinystories,60m,75,8000,2,determiner_noun_agreement_with_adj_irregular_2,0.689
tinystories,60m,75,8000,2,determiner_noun_agreement_with_adjective_1,0.658
tinystories,60m,75,8000,2,distractor_agreement_relational_noun,0.339
tinystories,60m,75,8000,2,distractor_agreement_relative_clause,0.368
tinystories,60m,75,8000,2,drop_argument,0.732
tinystories,60m,75,8000,2,ellipsis_n_bar_1,0.51
tinystories,60m,75,8000,2,ellipsis_n_bar_2,0.47
tinystories,60m,75,8000,2,existential_there_object_raising,0.624
tinystories,60m,75,8000,2,existential_there_quantifiers_1,0.924
tinystories,60m,75,8000,2,existential_there_quantifiers_2,0.273
tinystories,60m,75,8000,2,existential_there_subject_raising,0.503
tinystories,60m,75,8000,2,expletive_it_object_raising,0.62
tinystories,60m,75,8000,2,inchoative,0.487
tinystories,60m,75,8000,2,intransitive,0.612
tinystories,60m,75,8000,2,irregular_past_participle_adjectives,0.91
tinystories,60m,75,8000,2,irregular_past_participle_verbs,0.925
tinystories,60m,75,8000,2,irregular_plural_subject_verb_agreement_1,0.622
tinystories,60m,75,8000,2,irregular_plural_subject_verb_agreement_2,0.632
tinystories,60m,75,8000,2,left_branch_island_echo_question,0.467
tinystories,60m,75,8000,2,left_branch_island_simple_question,0.347
tinystories,60m,75,8000,2,matrix_question_npi_licensor_present,0.075
tinystories,60m,75,8000,2,npi_present_1,0.146
tinystories,60m,75,8000,2,npi_present_2,0.176
tinystories,60m,75,8000,2,only_npi_licensor_present,0.096
tinystories,60m,75,8000,2,only_npi_scope,0.143
tinystories,60m,75,8000,2,passive_1,0.704
tinystories,60m,75,8000,2,passive_2,0.659
tinystories,60m,75,8000,2,principle_a_c_command,0.44
tinystories,60m,75,8000,2,principle_a_case_1,1.0
tinystories,60m,75,8000,2,principle_a_case_2,0.69
tinystories,60m,75,8000,2,principle_a_domain_1,0.976
tinystories,60m,75,8000,2,principle_a_domain_2,0.586
tinystories,60m,75,8000,2,principle_a_domain_3,0.537
tinystories,60m,75,8000,2,principle_a_reconstruction,0.444
tinystories,60m,75,8000,2,regular_plural_subject_verb_agreement_1,0.588
tinystories,60m,75,8000,2,regular_plural_subject_verb_agreement_2,0.569
tinystories,60m,75,8000,2,sentential_negation_npi_licensor_present,1.0
tinystories,60m,75,8000,2,sentential_negation_npi_scope,0.403
tinystories,60m,75,8000,2,sentential_subject_island,0.381
tinystories,60m,75,8000,2,superlative_quantifiers_1,0.447
tinystories,60m,75,8000,2,superlative_quantifiers_2,0.653
tinystories,60m,75,8000,2,tough_vs_raising_1,0.617
tinystories,60m,75,8000,2,tough_vs_raising_2,0.481
tinystories,60m,75,8000,2,transitive,0.627
tinystories,60m,75,8000,2,wh_island,0.532
tinystories,60m,75,8000,2,wh_questions_object_gap,0.638
tinystories,60m,75,8000,2,wh_questions_subject_gap,0.798
tinystories,60m,75,8000,2,wh_questions_subject_gap_long_distance,0.881
tinystories,60m,75,8000,2,wh_vs_that_no_gap,0.869
tinystories,60m,75,8000,2,wh_vs_that_no_gap_long_distance,0.85
tinystories,60m,75,8000,2,wh_vs_that_with_gap,0.273
tinystories,60m,75,8000,2,wh_vs_that_with_gap_long_distance,0.202
tinystories,60m,100,8000,0,adjunct_island,0.644
tinystories,60m,100,8000,0,anaphor_gender_agreement,0.804
tinystories,60m,100,8000,0,anaphor_number_agreement,0.795
tinystories,60m,100,8000,0,animate_subject_passive,0.585
tinystories,60m,100,8000,0,animate_subject_trans,0.534
tinystories,60m,100,8000,0,causative,0.516
tinystories,60m,100,8000,0,complex_np_island,0.473
tinystories,60m,100,8000,0,coordinate_structure_constraint_complex_left_branch,0.275
tinystories,60m,100,8000,0,coordinate_structure_constraint_object_extraction,0.551
tinystories,60m,100,8000,0,determiner_noun_agreement_1,0.678
tinystories,60m,100,8000,0,determiner_noun_agreement_2,0.693
tinystories,60m,100,8000,0,determiner_noun_agreement_irregular_1,0.564
tinystories,60m,100,8000,0,determiner_noun_agreement_irregular_2,0.747
tinystories,60m,100,8000,0,determiner_noun_agreement_with_adj_2,0.606
tinystories,60m,100,8000,0,determiner_noun_agreement_with_adj_irregular_1,0.618
tinystories,60m,100,8000,0,determiner_noun_agreement_with_adj_irregular_2,0.625
tinystories,60m,100,8000,0,determiner_noun_agreement_with_adjective_1,0.596
tinystories,60m,100,8000,0,distractor_agreement_relational_noun,0.381
tinystories,60m,100,8000,0,distractor_agreement_relative_clause,0.369
tinystories,60m,100,8000,0,drop_argument,0.754
tinystories,60m,100,8000,0,ellipsis_n_bar_1,0.524
tinystories,60m,100,8000,0,ellipsis_n_bar_2,0.495
tinystories,60m,100,8000,0,existential_there_object_raising,0.637
tinystories,60m,100,8000,0,existential_there_quantifiers_1,0.85
tinystories,60m,100,8000,0,existential_there_quantifiers_2,0.221
tinystories,60m,100,8000,0,existential_there_subject_raising,0.516
tinystories,60m,100,8000,0,expletive_it_object_raising,0.616
tinystories,60m,100,8000,0,inchoative,0.479
tinystories,60m,100,8000,0,intransitive,0.624
tinystories,60m,100,8000,0,irregular_past_participle_adjectives,0.614
tinystories,60m,100,8000,0,irregular_past_participle_verbs,0.955
tinystories,60m,100,8000,0,irregular_plural_subject_verb_agreement_1,0.614
tinystories,60m,100,8000,0,irregular_plural_subject_verb_agreement_2,0.558
tinystories,60m,100,8000,0,left_branch_island_echo_question,0.458
tinystories,60m,100,8000,0,left_branch_island_simple_question,0.389
tinystories,60m,100,8000,0,matrix_question_npi_licensor_present,0.052
tinystories,60m,100,8000,0,npi_present_1,0.159
tinystories,60m,100,8000,0,npi_present_2,0.165
tinystories,60m,100,8000,0,only_npi_licensor_present,0.013
tinystories,60m,100,8000,0,only_npi_scope,0.145
tinystories,60m,100,8000,0,passive_1,0.679
tinystories,60m,100,8000,0,passive_2,0.667
tinystories,60m,100,8000,0,principle_a_c_command,0.431
tinystories,60m,100,8000,0,principle_a_case_1,1.0
tinystories,60m,100,8000,0,principle_a_case_2,0.626
tinystories,60m,100,8000,0,principle_a_domain_1,0.994
tinystories,60m,100,8000,0,principle_a_domain_2,0.603
tinystories,60m,100,8000,0,principle_a_domain_3,0.522
tinystories,60m,100,8000,0,principle_a_reconstruction,0.524
tinystories,60m,100,8000,0,regular_plural_subject_verb_agreement_1,0.625
tinystories,60m,100,8000,0,regular_plural_subject_verb_agreement_2,0.585
tinystories,60m,100,8000,0,sentential_negation_npi_licensor_present,0.971
tinystories,60m,100,8000,0,sentential_negation_npi_scope,0.571
tinystories,60m,100,8000,0,sentential_subject_island,0.385
tinystories,60m,100,8000,0,superlative_quantifiers_1,0.43
tinystories,60m,100,8000,0,superlative_quantifiers_2,0.772
tinystories,60m,100,8000,0,tough_vs_raising_1,0.629
tinystories,60m,100,8000,0,tough_vs_raising_2,0.463
tinystories,60m,100,8000,0,transitive,0.619
tinystories,60m,100,8000,0,wh_island,0.854
tinystories,60m,100,8000,0,wh_questions_object_gap,0.663
tinystories,60m,100,8000,0,wh_questions_subject_gap,0.874
tinystories,60m,100,8000,0,wh_questions_subject_gap_long_distance,0.914
tinystories,60m,100,8000,0,wh_vs_that_no_gap,0.939
tinystories,60m,100,8000,0,wh_vs_that_no_gap_long_distance,0.957
tinystories,60m,100,8000,0,wh_vs_that_with_gap,0.208
tinystories,60m,100,8000,0,wh_vs_that_with_gap_long_distance,0.073
tinystories,60m,100,8000,1,adjunct_island,0.738
tinystories,60m,100,8000,1,anaphor_gender_agreement,0.776
tinystories,60m,100,8000,1,anaphor_number_agreement,0.824
tinystories,60m,100,8000,1,animate_subject_passive,0.581
tinystories,60m,100,8000,1,animate_subject_trans,0.495
tinystories,60m,100,8000,1,causative,0.525
tinystories,60m,100,8000,1,complex_np_island,0.528
tinystories,60m,100,8000,1,coordinate_structure_constraint_complex_left_branch,0.344
tinystories,60m,100,8000,1,coordinate_structure_constraint_object_extraction,0.557
tinystories,60m,100,8000,1,determiner_noun_agreement_1,0.699
tinystories,60m,100,8000,1,determiner_noun_agreement_2,0.637
tinystories,60m,100,8000,1,determiner_noun_agreement_irregular_1,0.577
tinystories,60m,100,8000,1,determiner_noun_agreement_irregular_2,0.744
tinystories,60m,100,8000,1,determiner_noun_agreement_with_adj_2,0.584
tinystories,60m,100,8000,1,determiner_noun_agreement_with_adj_irregular_1,0.607
tinystories,60m,100,8000,1,determiner_noun_agreement_with_adj_irregular_2,0.644
tinystories,60m,100,8000,1,determiner_noun_agreement_with_adjective_1,0.65
tinystories,60m,100,8000,1,distractor_agreement_relational_noun,0.327
tinystories,60m,100,8000,1,distractor_agreement_relative_clause,0.374
tinystories,60m,100,8000,1,drop_argument,0.742
tinystories,60m,100,8000,1,ellipsis_n_bar_1,0.546
tinystories,60m,100,8000,1,ellipsis_n_bar_2,0.471
tinystories,60m,100,8000,1,existential_there_object_raising,0.612
tinystories,60m,100,8000,1,existential_there_quantifiers_1,0.85
tinystories,60m,100,8000,1,existential_there_quantifiers_2,0.261
tinystories,60m,100,8000,1,existential_there_subject_raising,0.541
tinystories,60m,100,8000,1,expletive_it_object_raising,0.594
tinystories,60m,100,8000,1,inchoative,0.476
tinystories,60m,100,8000,1,intransitive,0.624
tinystories,60m,100,8000,1,irregular_past_participle_adjectives,0.613
tinystories,60m,100,8000,1,irregular_past_participle_verbs,0.968
tinystories,60m,100,8000,1,irregular_plural_subject_verb_agreement_1,0.611
tinystories,60m,100,8000,1,irregular_plural_subject_verb_agreement_2,0.574
tinystories,60m,100,8000,1,left_branch_island_echo_question,0.423
tinystories,60m,100,8000,1,left_branch_island_simple_question,0.385
tinystories,60m,100,8000,1,matrix_question_npi_licensor_present,0.075
tinystories,60m,100,8000,1,npi_present_1,0.132
tinystories,60m,100,8000,1,npi_present_2,0.153
tinystories,60m,100,8000,1,only_npi_licensor_present,0.033
tinystories,60m,100,8000,1,only_npi_scope,0.182
tinystories,60m,100,8000,1,passive_1,0.709
tinystories,60m,100,8000,1,passive_2,0.67
tinystories,60m,100,8000,1,principle_a_c_command,0.425
tinystories,60m,100,8000,1,principle_a_case_1,1.0
tinystories,60m,100,8000,1,principle_a_case_2,0.619
tinystories,60m,100,8000,1,principle_a_domain_1,0.997
tinystories,60m,100,8000,1,principle_a_domain_2,0.598
tinystories,60m,100,8000,1,principle_a_domain_3,0.502
tinystories,60m,100,8000,1,principle_a_reconstruction,0.446
tinystories,60m,100,8000,1,regular_plural_subject_verb_agreement_1,0.538
tinystories,60m,100,8000,1,regular_plural_subject_verb_agreement_2,0.534
tinystories,60m,100,8000,1,sentential_negation_npi_licensor_present,0.985
tinystories,60m,100,8000,1,sentential_negation_npi_scope,0.504
tinystories,60m,100,8000,1,sentential_subject_island,0.483
tinystories,60m,100,8000,1,superlative_quantifiers_1,0.402
tinystories,60m,100,8000,1,superlative_quantifiers_2,0.609
tinystories,60m,100,8000,1,tough_vs_raising_1,0.596
tinystories,60m,100,8000,1,tough_vs_raising_2,0.488
tinystories,60m,100,8000,1,transitive,0.647
tinystories,60m,100,8000,1,wh_island,0.822
tinystories,60m,100,8000,1,wh_questions_object_gap,0.712
tinystories,60m,100,8000,1,wh_questions_subject_gap,0.893
tinystories,60m,100,8000,1,wh_questions_subject_gap_long_distance,0.951
tinystories,60m,100,8000,1,wh_vs_that_no_gap,0.953
tinystories,60m,100,8000,1,wh_vs_that_no_gap_long_distance,0.989
tinystories,60m,100,8000,1,wh_vs_that_with_gap,0.188
tinystories,60m,100,8000,1,wh_vs_that_with_gap_long_distance,0.039
tinystories,60m,100,8000,2,adjunct_island,0.798
tinystories,60m,100,8000,2,anaphor_gender_agreement,0.711
tinystories,60m,100,8000,2,anaphor_number_agreement,0.809
tinystories,60m,100,8000,2,animate_subject_passive,0.555
tinystories,60m,100,8000,2,animate_subject_trans,0.533
tinystories,60m,100,8000,2,causative,0.523
tinystories,60m,100,8000,2,complex_np_island,0.46
tinystories,60m,100,8000,2,coordinate_structure_constraint_complex_left_branch,0.329
tinystories,60m,100,8000,2,coordinate_structure_constraint_object_extraction,0.508
tinystories,60m,100,8000,2,determiner_noun_agreement_1,0.713
tinystories,60m,100,8000,2,determiner_noun_agreement_2,0.668
tinystories,60m,100,8000,2,determiner_noun_agreement_irregular_1,0.594
tinystories,60m,100,8000,2,determiner_noun_agreement_irregular_2,0.76
tinystories,60m,100,8000,2,determiner_noun_agreement_with_adj_2,0.612
tinystories,60m,100,8000,2,determiner_noun_agreement_with_adj_irregular_1,0.642
tinystories,60m,100,8000,2,determiner_noun_agreement_with_adj_irregular_2,0.676
tinystories,60m,100,8000,2,determiner_noun_agreement_with_adjective_1,0.64
tinystories,60m,100,8000,2,distractor_agreement_relational_noun,0.339
tinystories,60m,100,8000,2,distractor_agreement_relative_clause,0.349
